ID,Date Time,Parent,Type,Object,Status,Message(RAW)
6297,08-05-2024 20:18:12,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Up,0 #/s
6677,08-05-2024 20:18:11,Cisco 31108 @CDC-JP-101 (172.17.1.1) (1.1.1.129),Cisco IP SLA,Eth1/40 IP-SLA RCOM CDC 1.1.1.129 to BKC 3.3.3.4 (173.1.5.1) to (173.1.5.2),Down,5 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)
6297,08-05-2024 20:17:43,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Warning,(Errors) is above the error limit of < 0.01 #/s in Errors
2729,08-05-2024 20:17:40,Cisco 31108 @NSE-PHASE-4 (172.16.4.1),Cisco IP SLA,Eth-1/46 IP-SLA NSE to CHURCHGATE (172.4.4.1) to (172.4.4.2),Up,1 msec
6297,08-05-2024 20:17:12,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Down,(Errors) is above the error limit of < 0.01 #/s in Errors
6677,08-05-2024 20:17:11,Cisco 31108 @CDC-JP-101 (172.17.1.1) (1.1.1.129),Cisco IP SLA,Eth1/40 IP-SLA RCOM CDC 1.1.1.129 to BKC 3.3.3.4 (173.1.5.1) to (173.1.5.2),Up,3 msec
2729,08-05-2024 20:17:10,Cisco 31108 @NSE-PHASE-4 (172.16.4.1),Cisco IP SLA,Eth-1/46 IP-SLA NSE to CHURCHGATE (172.4.4.1) to (172.4.4.2),Down,9 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)
2265,08-05-2024 20:17:09,Cisco 31108 @CDC-JP-101 (172.17.1.1) (1.1.1.129),Cisco IP SLA,Eth-1/45 IP-SLA CDC to BHANDUP (173.1.8.1) to (173.1.8.2),Up,3 msec
6310,08-05-2024 20:16:15,Cisco Nexus 3548P @ MCX(172.16.1.91),Syslog Receiver,Syslog Receiver,Up,0 #/s
6677,08-05-2024 20:16:11,Cisco 31108 @CDC-JP-101 (172.17.1.1) (1.1.1.129),Cisco IP SLA,Eth1/40 IP-SLA RCOM CDC 1.1.1.129 to BKC 3.3.3.4 (173.1.5.1) to (173.1.5.2),Warning,4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)
