ID,Date Time,Parent,Type,Object,Status,Message(RAW)
16890,08-05-2024 19:21:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
16890,08-05-2024 19:20:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,(Errors) is above the error limit of < 0.01 #/s in Errors
17292,08-05-2024 19:16:43,MT-TP-101.226,SNMP Traffic 64bit,BULLFORCE_SECONDARY_VLAN325_vrrp35_103.177.180.200/29,Up,0.50 Mbit/s
17292,08-05-2024 19:16:33,MT-TP-101.226,SNMP Traffic 64bit,BULLFORCE_SECONDARY_VLAN325_vrrp35_103.177.180.200/29,Warning,7.08 Mbit/s (Traffic Total) is above the warning limit of 7 Mbit/s in Traffic Total
16890,08-05-2024 19:16:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
16890,08-05-2024 19:15:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,(Errors) is above the error limit of < 0.01 #/s in Errors
5457,08-05-2024 19:13:15,,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
9576,08-05-2024 19:13:15,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
16890,08-05-2024 19:11:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
15030,08-05-2024 19:10:34,,Probe,LKP-RP-100-201 (103.177.180.188) (Techno-STT),Notification Info,State Trigger sends Email (Sensor ID: 15294 | Trigger Source ID: 15030 | Trigger ID: 1)
15294,08-05-2024 19:10:34,LKP-UAT-151 (172.16.100.151),SNMP Memory,Virtual Memory,Notification Info,State Trigger activated (Sensor ID: 15294 | Trigger Source ID: 15030 | Trigger ID: 1)
16890,08-05-2024 19:10:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,(Errors) is above the error limit of < 0.01 #/s in Errors
15030,08-05-2024 19:07:30,,Probe,LKP-RP-100-201 (103.177.180.188) (Techno-STT),Notification Info,State Trigger sends Email (Sensor ID: 16851 | Trigger Source ID: 15030 | Trigger ID: 1)
16851,08-05-2024 19:07:30,LKP-DBBackup-224 (172.17.100.224),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 16851 | Trigger Source ID: 15030 | Trigger ID: 1)
16890,08-05-2024 19:06:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
16890,08-05-2024 19:05:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,(Errors) is above the error limit of < 0.01 #/s in Errors
5457,08-05-2024 19:03:15,,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
9576,08-05-2024 19:03:15,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
17407,08-05-2024 19:01:48,IIFL-12-20 (10.20.12.20),Ping,Ping-10.20.12.20,Up,0 msec
