ID,Date Time,Parent,Type,Object,Status,Message(RAW)
16437,10-05-2024 13:15:58,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Warning,17 Mbit/s (Traffic Total) is above the warning limit of 16 Mbit/s in Traffic Total
16437,10-05-2024 13:15:29,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Up,16 Mbit/s
16437,10-05-2024 13:15:18,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Warning,16 Mbit/s (Traffic Total) is above the warning limit of 16 Mbit/s in Traffic Total
17333,10-05-2024 13:15:04,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,159 Mbit/s
17333,10-05-2024 13:15:01,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,224 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
16890,10-05-2024 13:14:25,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
17494,10-05-2024 13:14:05,Probe Device,HTTP Advanced,HTTP Advanced,Up,10 msec
17494,10-05-2024 13:14:04,Probe Device,HTTP Advanced,HTTP Advanced,Warning,HTTP/1.1 404 Not Found
17333,10-05-2024 13:14:04,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,182 Mbit/s
17494,10-05-2024 13:14:03,Probe Device,HTTP Advanced,HTTP Advanced,Up,150 msec
17333,10-05-2024 13:14:02,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,243 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
17494,10-05-2024 13:14:01,Probe Device,HTTP Advanced,HTTP Advanced,Warning,HTTP/1.1 404 Not Found
17333,10-05-2024 13:13:34,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,180 Mbit/s
17333,10-05-2024 13:13:31,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,249 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
16890,10-05-2024 13:13:25,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,
17333,10-05-2024 13:13:04,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,162 Mbit/s
17333,10-05-2024 13:13:02,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,257 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
17333,10-05-2024 13:12:34,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,167 Mbit/s
17333,10-05-2024 13:12:32,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,222 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
17333,10-05-2024 13:12:03,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,190 Mbit/s
17333,10-05-2024 13:12:02,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,232 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
17399,10-05-2024 13:11:47,IIFL-12-19 (10.20.12.19),Ping,Ping-10.20.12.19,Up,0 msec
17399,10-05-2024 13:11:46,IIFL-12-19 (10.20.12.19),Ping,Ping-10.20.12.19,Warning,3 msec (Ping Time) is above the warning limit of 3 msec in Ping Time
17494,10-05-2024 13:11:42,Probe Device,HTTP Advanced,HTTP Advanced,Up,9 msec
17494,10-05-2024 13:11:41,Probe Device,HTTP Advanced,HTTP Advanced,Warning,HTTP/1.1 404 Not Found
17333,10-05-2024 13:11:34,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,177 Mbit/s
17333,10-05-2024 13:11:32,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,238 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
16437,10-05-2024 13:11:09,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Up,15 Mbit/s
17333,10-05-2024 13:11:03,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,183 Mbit/s
17333,10-05-2024 13:11:02,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,237 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
16437,10-05-2024 13:10:58,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Down,19 Mbit/s (Traffic Total) is above the error limit of 18 Mbit/s in Traffic Total
17238,10-05-2024 13:10:46,MT-TP-101.225,SNMP Traffic 64bit,IIFL-2_PRIMARY_(VLAN-310)_VRRP10_103.177.180.80_Traffic,Up,43 Mbit/s
