ID,Date Time,Parent,Type,Object,Status,Message(RAW)
14716,15-05-2024 18:28:04,,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 2)"
5457,15-05-2024 18:28:01,,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 2)
9576,15-05-2024 18:28:01,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 2)
6859,15-05-2024 18:27:56,Probe Device,System Health,System Health,Warning,"51 % (System CPU Load) is above the warning limit of 50 % in System CPU Load. When CPU load on the probe system is over 50%, measurements may be incorrect"
16890,15-05-2024 18:26:29,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
6859,15-05-2024 18:25:56,Probe Device,System Health,System Health,Up,100 %
16890,15-05-2024 18:25:29,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
6859,15-05-2024 18:22:56,Probe Device,System Health,System Health,Warning,"51 % (System CPU Load) is above the warning limit of 50 % in System CPU Load. When CPU load on the probe system is over 50%, measurements may be incorrect"
16891,15-05-2024 18:22:42,,Notification Template,Email to all Members of  LKP_Group,Notification Info,"Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 15961 | Trigger Source ID: 15830 | Trigger ID: 2)"
15830,15-05-2024 18:21:39,,Probe,LKP-RP-GC-201 (103.69.168.28) (GIFT-STT),Notification Info,Threshold Trigger sends Email (Sensor ID: 15961 | Trigger Source ID: 15830 | Trigger ID: 2)
15961,15-05-2024 18:21:39,IOBManager-56 (172.31.100.56),SNMP Memory,Physical Memory,Notification Info,Threshold Trigger activated (Sensor ID: 15961 | Trigger Source ID: 15830 | Trigger ID: 2)
16890,15-05-2024 18:21:29,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
17292,15-05-2024 18:20:30,MT-TP-101.226,SNMP Traffic 64bit,BULLFORCE_SECONDARY_VLAN325_vrrp35_103.177.180.200/29,Up,0.03 Mbit/s
16890,15-05-2024 18:20:29,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
17292,15-05-2024 18:20:21,MT-TP-101.226,SNMP Traffic 64bit,BULLFORCE_SECONDARY_VLAN325_vrrp35_103.177.180.200/29,Warning,7.15 Mbit/s (Traffic Total) is above the warning limit of 7 Mbit/s in Traffic Total
6859,15-05-2024 18:19:56,Probe Device,System Health,System Health,Up,100 %
6859,15-05-2024 18:17:56,Probe Device,System Health,System Health,Warning,"51 % (System CPU Load) is above the warning limit of 50 % in System CPU Load. When CPU load on the probe system is over 50%, measurements may be incorrect"
14716,15-05-2024 18:17:27,,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 2)"
5457,15-05-2024 18:17:24,,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 2)
9576,15-05-2024 18:17:24,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 2)
16890,15-05-2024 18:16:29,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
